time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-24 00:00:00+00:00,296.0,3.0,64.0,1.0
2024-07-25 00:00:00+00:00,94.0,1.0,110.0,5.0
2024-07-26 00:00:00+00:00,270.0,1.0,43.0,3.0
2024-07-28 00:00:00+00:00,2.0,1.0,,
2024-07-29 00:00:00+00:00,3.0,1.0,,
2024-07-30 00:00:00+00:00,500.0,2.0,144.0,1.0
2024-07-31 00:00:00+00:00,415.0,6.0,174.0,1.0
2024-08-01 00:00:00+00:00,256.0,2.0,38.0,2.0
2024-08-02 00:00:00+00:00,5.0,2.0,6.0,1.0
2024-08-03 00:00:00+00:00,232.0,5.0,64.0,1.0
2024-08-04 00:00:00+00:00,215.0,3.0,24.0,1.0
2024-08-05 00:00:00+00:00,95.0,3.0,20.0,2.0
2024-08-06 00:00:00+00:00,,,3.0,3.0
