time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,437,2,225.0,3.0
2024-04-10 00:00:00+00:00,479,2,141.0,1.0
2024-04-11 00:00:00+00:00,217,2,49.0,2.0
2024-04-12 00:00:00+00:00,412,2,50.0,2.0
2024-04-13 00:00:00+00:00,541,4,264.0,1.0
2024-04-14 00:00:00+00:00,63,2,17.0,1.0
2024-04-15 00:00:00+00:00,191,3,61.0,3.0
2024-04-16 00:00:00+00:00,188,3,47.0,4.0
2024-04-17 00:00:00+00:00,1,1,4.0,2.0
2024-04-18 00:00:00+00:00,63,2,6.0,2.0
2024-04-19 00:00:00+00:00,2,2,4.0,4.0
2024-04-20 00:00:00+00:00,1,1,,
2024-04-21 00:00:00+00:00,1,1,1.0,1.0
2024-04-22 00:00:00+00:00,126,1,25.0,2.0
